state,city,popular_destination,latitude,longitude,interest,google_rating,price_fare,place_category,estimated_visits,popularity_score,best_season_to_visit,crowd_level,synthetic_review,sentiment_score,experience_score,item_id
Tamil Nadu,Coimbatore,Adiyogi Shiva Statue,11.0092555,76.9127039,Religious & Spiritual Pilgrimages,4.7,0,Religious,26134,3.103244731,October to March,High,Adiyogi Shiva Statue  is a highly recommended religious destination with an excellent overall experience.,0.29,3.405648946,504
Rajasthan,Udaipur,Jagdish Temple,24.572,73.679,Religious & Spiritual Pilgrimages,4.7,0,Religious,26134,3.103244731,October to March,High,Jagdish Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.405648946,505
Andhra Pradesh,Visakhapatnam,Lepakshi Handicrafts Emporium,13.8039436,77.6077197,Shopping & Markets,4.7,0,Urban,26132,3.103223055,October to March,High,Lepakshi Handicrafts Emporium is a highly recommended urban destination with an excellent overall experience.,0.29,3.405644611,506
Ladakh,Leh,Shanti Stupa,34.1736196,77.5749988,Religious & Spiritual Pilgrimages,4.7,0,Religious,26128,3.103179702,October to March,High,Shanti Stupa is a highly recommended religious destination with an excellent overall experience.,0.29,3.40563594,507
Uttar Pradesh,Aligarh,Khereshwar Temple,27.8974327,78.0880665,Religious & Spiritual Pilgrimages,4.7,0,Religious,26115,3.103038806,October to March,High,Khereshwar Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.405607761,508
Karnataka,Mysore,Shri Chamundeshwari Temple,12.8349095,77.4009409,Religious & Spiritual Pilgrimages,4.7,0,Religious,26104,3.102919586,October to March,High,Shri Chamundeshwari Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.405583917,509
Uttar Pradesh,Mathura,Vishram ghat,27.5025614,77.6890687,"Religious & Spiritual Pilgrimages, Natural Landscapes & Wildlife",4.3,0,Religious,24019,2.840322002,October to March,High,Vishram ghat is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.4055644,510
Andhra Pradesh,Srisailam,Chenchu Lakshmi Tribal Museum,16.0694755,78.8714984,Cultural & Heritage Sites,4.7,0,Urban,26085,3.102713661,October to March,High,Chenchu Lakshmi Tribal Museum is a highly recommended urban destination with an excellent overall experience.,0.29,3.405542732,511
Uttarakhand,Dehradun,Mindrolling monastery,30.2615418,77.99771,Cultural & Heritage,4.3,0,Urban,24002,2.840137753,October to March,High,Mindrolling monastery is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.405527551,512
Madhya Pradesh,Gwalior,Teli ka Mandir,26.2203984,78.1656988,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.3,0,Religious,23995,2.840061886,October to March,High,Teli ka Mandir is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.405512377,513
Tamil Nadu,Mahabalipuram,Pancha Ratha,12.608893,80.189613,Cultural & Heritage Sites,4.7,0,Urban,26065,3.102496898,October to March,High,Pancha Ratha is a highly recommended urban destination with an excellent overall experience.,0.29,3.40549938,514
Uttarakhand,Mussoorie,Bhadraj Temple trek,30.4792968,77.9536697,Religious & Spiritual Pilgrimages,4.7,0,Religious,26053,3.10236684,October to March,High,Bhadraj Temple trek is a highly recommended religious destination with an excellent overall experience.,0.29,3.405473368,515
Sikkim,Gangtok,Hanuman Tok,27.3478348,88.628696,Religious & Spiritual Pilgrimages,4.3,0,Religious,23963,2.839715065,October to March,High,Hanuman Tok is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.405443013,516
Rajasthan,Ranthambore,Trinetra Ganesh Temple,26.9124555,70.9126093,Religious & Spiritual Pilgrimages,4.7,0,Religious,26036,3.102182591,October to March,High,Trinetra Ganesh Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.405436518,517
Kerala,Kozhikode,Tali Maha Shiva Kshetram,11.2507622,75.7815607,Religious & Spiritual Pilgrimages,4.7,0,Religious,26027,3.102085047,October to March,High,Tali Maha Shiva Kshetram is a highly recommended religious destination with an excellent overall experience.,0.29,3.405417009,518
Chhattisgarh,Bastar,Kanger Ghati national park,18.77866,81.9971108,Natural Landscapes & Wildlife,4.0,250,Wildlife,4026,2.443634472,November to April,Medium,Kanger Ghati national park is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.405393561,519
Chhattisgarh,Raipur,Jatmai Temple,20.7958875,82.0298481,Religious & Spiritual Pilgrimages,4.7,0,Religious,25977,3.101543139,October to March,High,Jatmai Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.405308628,520
Uttarakhand,Dehradun,Mall road,30.20117924,78.236708,Shopping & Markets,4.7,0,Urban,25965,3.101413081,October to March,High,Mall road is a highly recommended urban destination with an excellent overall experience.,0.29,3.405282616,521
Himachal Pradesh,Dalhousie,Dalai Lama Temple,32.2315734,76.3237994,Religious & Spiritual Pilgrimages,4.7,0,Religious,25959,3.101348052,October to March,High,Dalai Lama Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.40526961,522
Uttarakhand,Kedarnath,Trekking to Vasuki Tal,30.9070387,79.1716516,"Adventure & Outdoor Activities, Sightseeing & Exploration",4.7,0,Urban,25959,3.101348052,October to March,High,Trekking to Vasuki Tal is a highly recommended urban destination with an excellent overall experience.,0.29,3.40526961,523
Himachal Pradesh,Kullu,Chandrakhani Pass,32.0695132,77.2407744,Adventure & Outdoor Activities,4.3,0,Urban,23883,2.838848011,October to March,High,Chandrakhani Pass is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.405269602,524
Uttarakhand,Nainital,Cheena peak,29.4082133,79.4376161,Adventure & Outdoor Activities,4.7,0,Urban,25952,3.101272184,October to March,High,Cheena peak is a highly recommended urban destination with an excellent overall experience.,0.29,3.405254437,525
Karnataka,Badami,Banashankari Devi Temple,15.9207886,75.6876704,Religious & Spiritual Pilgrimages,4.7,0,Religious,25944,3.101185479,October to March,High,Banashankari Devi Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.405237096,526
Ladakh,Leh,Changthang Wildlife Sanctuary,34.1525864,77.5770535,Natural Landscapes & Wildlife,4.0,20,Wildlife,3948,2.442789095,November to April,Low,Changthang Wildlife Sanctuary is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.405224486,527
Jammu and Kashmir,Jammu,Vaishno Devi,33.0308295,74.9490416,Religious & Spiritual Pilgrimages,4.7,0,Religious,25925,3.100979554,October to March,High,Vaishno Devi is a highly recommended religious destination with an excellent overall experience.,0.29,3.405195911,528
Kerala,Kochi,Marine Drive Kochi,9.9582773,76.2593508,Sightseeing & Exploration,4.3,0,Urban,23848,2.838468675,October to March,High,Marine Drive Kochi is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.405193735,529
Uttar Pradesh,Kanpur,Ram Janki Mandir,26.449923,80.3318736,Religious & Spiritual Pilgrimages,4.7,0,Religious,25918,3.100903687,October to March,High,Ram Janki Mandir is a highly recommended religious destination with an excellent overall experience.,0.29,3.405180737,530
Meghalaya,Cherrapunji,Mawkdok Dympep valley,25.411798,91.79084,Sightseeing & Exploration,4.7,0,Urban,25881,3.100502674,October to March,High,Mawkdok Dympep valley is a highly recommended urban destination with an excellent overall experience.,0.29,3.405100535,531
Karnataka,Badami,Sri Bhootanaatha Gudi,13.3908855,75.7213295,Religious & Spiritual Pilgrimages,4.7,0,Religious,25870,3.100383454,October to March,High,Sri Bhootanaatha Gudi is a highly recommended religious destination with an excellent overall experience.,0.29,3.405076691,532
Uttar Pradesh,Kanpur,Moti Mall,26.4812268,80.2999996,Shopping & Markets,4.3,0,Urban,23757,2.837482402,October to March,High,Moti Mall is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.40499648,533
Uttar Pradesh,Vrindavan,ISKCON temple.,27.5621036,77.6324313,Religious & Spiritual Pilgrimages,4.3,0,Religious,23753,2.837439049,October to March,High,ISKCON temple. is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.40498781,534
Uttar Pradesh,Varanasi,Assi Ghat,25.2886478,83.0067619,Religious & Spiritual Pilgrimages,4.3,0,Religious,23745,2.837352343,October to March,High,Assi Ghat is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.404970469,535
Uttarakhand,Rishikesh,Triveni Ghat,30.1038807,78.2990999,Religious & Spiritual Pilgrimages,4.3,0,Religious,23745,2.837352343,October to March,High,Triveni Ghat is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.404970469,536
Sikkim,Pelling,Singshore suspension bridge,27.2604072,88.1129982,"Adventure & Outdoor Activities,Sightseeing & Exploration",4.7,0,Urban,25797,3.099592268,October to March,High,Singshore suspension bridge is a highly recommended urban destination with an excellent overall experience.,0.29,3.404918454,537
Uttar Pradesh,Mathura,Krishna Janmabhoomi temple,27.5048884,77.66978,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.7,0,Religious,25790,3.099516401,October to March,High,Krishna Janmabhoomi temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.40490328,538
West Bengal,Darjeeling,Dali Monastery,27.0237303,88.2547445,Religious & Spiritual Pilgrimages,4.3,0,Religious,23690,2.836756244,October to March,High,Dali Monastery is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.404851249,539
Himachal Pradesh,Shimla,Mall road,31.1035,77.1702,Shopping & Markets,4.7,0,Urban,25761,3.099202094,October to March,High,Mall road is a highly recommended urban destination with an excellent overall experience.,0.29,3.404840419,540
Gujrat,Bhuj,Bhuj Mandir,23.2553595,69.6685614,Religious & Spiritual Pilgrimages,4.7,0,Religious,25756,3.099147903,October to March,High,Bhuj Mandir is a highly recommended religious destination with an excellent overall experience.,0.29,3.404829581,541
Uttar Pradesh,Varanasi,Gol Ganj,25.3176452,82.9739144,Cultural & Heritage Sites,4.3,0,Urban,23674,2.836582833,October to March,High,Gol Ganj is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.404816567,542
Uttar Pradesh,Mathura,Govardhan hills trekking,27.473,77.444,Adventure & Outdoor Activities,4.7,0,Urban,25747,3.09905036,October to March,High,Govardhan hills trekking is a highly recommended urban destination with an excellent overall experience.,0.29,3.404810072,543
Uttarakhand,Dehradun,Indira market,30.325,78.0436,Shopping & Markets,4.7,0,Urban,25733,3.098898625,October to March,High,Indira market is a highly recommended urban destination with an excellent overall experience.,0.29,3.404779725,544
Maharastra,Ratnagiri,Ganapatipule Temple,17.1449566,73.2662143,Religious & Spiritual Pilgrimages,4.7,0,Religious,25723,3.098790243,October to March,High,Ganapatipule Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.404758049,545
Daman and Diu,Diu,Basilica of Bom Jesus Church,20.55466502,71.88570098,Cultural & Heritage Sites,4.7,0,Urban,25719,3.098746891,October to March,High,Basilica of Bom Jesus Church is a highly recommended urban destination with an excellent overall experience.,0.29,3.404749378,546
Andhra Pradesh,Visakhapatnam,Visakha Museum,17.7205813,83.3345285,"Arts, Science & Literature Attractions, Sightseeing & Exploration",4.7,0,Urban,25716,3.098714376,October to March,High,Visakha Museum is a highly recommended urban destination with an excellent overall experience.,0.29,3.404742875,547
Uttar Pradesh,Allahabad,Allahabad Fort,25.4295339,81.8768401,Cultural & Heritage Sites,4.7,0,Urban,25703,3.09857348,October to March,High,Allahabad Fort  is a highly recommended urban destination with an excellent overall experience.,0.29,3.404714696,548
Karanataka,Hampi,Virupaksha Temple,12.305163,76.6551749,Religious & Spiritual Pilgrimages,4.7,0,Religious,25694,3.098475937,October to March,High,Virupaksha Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.404695187,549
Uttar Pradesh,Agra,Sadar bazaar,28.6585105,77.2127305,Shopping & Markets,4.7,0,Urban,25691,3.098443422,October to March,High,Sadar bazaar is a highly recommended urban destination with an excellent overall experience.,0.29,3.404688684,550
Madhya Pradesh,Indore,TI Mall,22.7217,75.8786,Shopping & Markets,4.3,0,Urban,23609,2.835878352,October to March,High,TI Mall is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.40467567,551
Gujrat,Dwarka,Shri Nageshwar Jyotirling,22.2573143,68.9644191,Religious & Spiritual Pilgrimages,4.7,0,Religious,25683,3.098356717,October to March,High,Shri Nageshwar Jyotirling is a highly recommended religious destination with an excellent overall experience.,0.29,3.404671343,552
Puducherry,Puducherry,Heritage walk by White town,11.9415915,79.8083133,Cultural & Heritage Sites,4.8,0,Urban,26455,3.166723784,October to March,High,Heritage walk by White town is a highly recommended urban destination with an excellent overall experience.,0.232,3.381344757,553
Madhya Pradesh,Jabalpur,Marble rocks at Bedhaghat,23.1299297,79.795454,Natural Landscapes & Wildlife,4.5,30,Wildlife,5231,2.756694467,November to April,Medium,Marble rocks at Bedhaghat is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.381338893,554
Gujarat,Junagadh,Gir National Park,21.5418892,70.4646275,Natural Landscapes & Wildlife,4.5,3500,Wildlife,5217,2.756542732,November to April,Medium,Gir National Park is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.381308546,555
Kerala,Wayanad,Wayanad Wildlife Sanctuary,11.6182901,76.1678346,Natural Landscapes & Wildlife,4.5,300,Wildlife,5166,2.755989986,November to April,Medium,Wayanad Wildlife Sanctuary is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.381197997,556
Maharashtra,Nagpur,Tadoba Andhari Tiger Project,20.2717885,79.3875706,Natural Landscapes & Wildlife,4.5,25,Wildlife,5068,2.754927845,November to April,Medium,Tadoba Andhari Tiger Project is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.380985569,557
West Bengal,Darjeeling,Padmaja Naidu zoological park,27.0586099,88.254405,Natural Landscapes & Wildlife,4.5,110,Wildlife,4658,2.750484195,November to April,Medium,Padmaja Naidu zoological park is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.380096839,558
Madhya Pradesh,Jabalpur,Kanha National Park,22.2994956,80.5864278,Natural Landscapes & Wildlife,4.5,100,Wildlife,4641,2.750299946,November to April,Medium,Kanha National Park is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.380059989,559
Gujarat,Ahmedabad,Kankaria Lake,23.0231887,72.5879093,Natural Landscapes & Wildlife,4.5,10,Wildlife,4570,2.749530436,November to April,Medium,Kankaria Lake is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.379906087,560
Uttar Pradesh,Aligarh,Sky High sky-diving drop zone,27.8973944,78.0880129,Adventure & Outdoor Activities,4.4,0,Urban,24860,2.909436903,October to March,High,Sky High sky-diving drop zone is a popular urban place offering a pleasant and enjoyable visit.,0.398666667,3.379887381,561
Ladakh,Leh,Main Bazaar,34.163644,77.5855065,Shopping & Markets,4.7,0,Urban,26274,3.104762075,October to March,High,Main Bazaar  is a highly recommended urban destination with an excellent overall experience.,0.265333333,3.368952415,562
Punjab,Amritsar,Gobind Garh Fort,31.644012,74.8131795,Cultural & Heritage Sites,4.3,250,Urban,5014,2.634342584,October to March,Medium,Gobind Garh Fort is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.364368517,563
Maharastra,Mumbai,Elephanta Caves,18.9633474,72.9314864,Cultural & Heritage Sites,4.3,550,Urban,5008,2.634277555,October to March,Medium,Elephanta Caves is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.364355511,564
Gujrat,Junagadh,Uparkot Fort,21.5275733,70.4599927,Cultural & Heritage Sites,4.3,5,Urban,4874,2.63282524,October to March,Medium,Uparkot Fort is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.364065048,565
Karnataka,Mangalore,Kadri Park,12.8889802,74.8562231,Sightseeing & Exploration,4.3,10,Urban,4853,2.632597638,October to March,Medium,Kadri Park is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.364019528,566
Sikkim,Ravangla,Kheunpheling Carpet centre,27.3516407,88.3239309,Shopping & Markets,4.3,500,Urban,4682,2.630744311,October to March,Medium,Kheunpheling Carpet centre is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.363648862,567
Kerala,Kozhikode,Sargaalaya Kerala Arts& Crafts village,11.2479375,75.7875625,"Arts, Science & Literature Attractions",4.3,50,Urban,4663,2.630538386,October to March,Medium,Sargaalaya Kerala Arts& Crafts village is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.363607677,568
Maharastra,Lonavla,Della Adventure Park,18.7814023,73.38906,Adventure & Outdoor Activities,4.3,2000,Urban,4662,2.630527548,October to March,Medium,Della Adventure Park is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.36360551,569
Madhya Pradesh,Gwalior,Jai Vilas Palace,26.2042028,78.1684674,Cultural & Heritage Sites,4.3,150,Urban,4651,2.630408328,October to March,Medium,Jai Vilas Palace is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.363581666,570
Uttar Pradesh,Agra,Agra fort,27.1795328,78.021112,Cultural & Heritage Sites,4.3,50,Urban,4613,2.629996478,October to March,Medium,Agra fort is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.363499296,571
Uttar Pradesh,Meerut,Gandhi Bagh,29.0073395,77.7027737,Sightseeing & Exploration,4.3,20,Urban,4552,2.629335349,October to March,Medium,Gandhi Bagh is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.36336707,572
West Bengal,Siliguri,North Bengal Science centre,26.7230488,88.3868987,"Arts, Science & Literature Attractions",4.3,50,Urban,4512,2.628901822,October to March,Medium,North Bengal Science centre is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.363280364,573
Himachal Pradesh,Shimla,Kuthar Fort,30.9730901,76.9671865,Cultural & Heritage Sites,4.3,10,Urban,4496,2.628728412,October to March,Medium,Kuthar Fort is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.363245682,574
Rajasthan,Jaisalmer,Patwa Haweli,26.9164,70.9143,Cultural & Heritage Sites,4.3,40,Urban,4468,2.628424943,October to March,Medium,Patwa Haweli is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.363184989,575
Punjab,Amritsar,Sadda Pind,31.63398,74.872261,Cultural & Heritage Sites,4.3,700,Urban,4436,2.628078122,October to March,Medium,Sadda Pind is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.363115624,576
Tamil Nadu,Kodaikanal,Stroll at Coaker's Walk,10.2391086,77.4863295,Sightseeing & Exploration,4.3,20,Urban,4415,2.62785052,October to March,Medium,Stroll at Coaker's Walk is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.363070104,577
Karanataka,Bijapur,Fort Bijapur,16.8299689,75.7363025,Cultural & Heritage Sites,4.3,70,Urban,4397,2.627655433,October to March,Medium,Fort Bijapur is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.363031087,578
Tamil Nadu,Kodaikanal,Night Safari,10.2343586,76.9558321,Adventure & Outdoor Activities,4.3,10,Urban,4283,2.626419882,October to March,Medium,Night Safari is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.362783976,579
Maharastra,Mumbai,NCPA Tiger safari at Borivali,19.2307329,72.856673,Adventure & Outdoor Activities,4.3,50,Urban,4231,2.625856297,October to March,Medium,NCPA Tiger safari at Borivali is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.362671259,580
Maharastra,Mumbai,Essel World,19.230098,72.8013252,Adventure & Outdoor Activities,4.3,1149,Urban,4182,2.625325226,October to March,Medium,Essel World is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.362565045,581
Karnataka,Hampi,Group of monuments at Hampi,15.3423099,76.475235,Cultural & Heritage Sites,4.7,30,Urban,5405,2.878580308,October to March,Medium,Group of monuments at Hampi is a highly recommended urban destination with an excellent overall experience.,0.29,3.360716062,582
Tamil Nadu,Chennai,MGR Film city,12.991932,80.2704729,"Arts, Science & Literature Attractions",4.7,600,Urban,5313,2.877583197,October to March,Medium,MGR Film city is a highly recommended urban destination with an excellent overall experience.,0.29,3.360516639,583
Uttar Pradesh,Meerut,Mustafa Castle,28.9966751,77.6958551,Cultural & Heritage Sites,4.7,80,Urban,5252,2.876922068,October to March,Medium,Mustafa Castle is a highly recommended urban destination with an excellent overall experience.,0.29,3.360384414,584
Andhra Pradesh,Kurnool,Kurnool fort,15.8323892,78.0544946,Cultural & Heritage Sites,4.7,10,Urban,5233,2.876716143,October to March,Medium,Kurnool fort is a highly recommended urban destination with an excellent overall experience.,0.29,3.360343229,585
Madhya Pradesh,Bhopal,Sanchi Stupa,23.4873393,77.7418238,Religious & Spiritual Pilgrimages,4.7,30,Religious,5194,2.876293454,October to March,Medium,Sanchi Stupa is a highly recommended religious destination with an excellent overall experience.,0.29,3.360258691,586
Haryana,Gurugram,Museum of folk and tribal art,28.4709339,77.0099669,"Arts, Science & Literature Attractions",4.7,20,Urban,5174,2.876076691,October to March,Medium,Museum of folk and tribal art is a highly recommended urban destination with an excellent overall experience.,0.29,3.360215338,587
Madhya Pradesh,Khajuraho,Khajuraho Group of Monuments,24.8318452,79.9198549,Cultural & Heritage Sites,4.7,40,Urban,5071,2.874960359,October to March,Medium,Khajuraho Group of Monuments is a highly recommended urban destination with an excellent overall experience.,0.29,3.359992072,588
Maharashtra,Matheran,Kalavantin Pinnacle fortress and trek,18.9827969,73.2198064,Adventure & Outdoor Activities,4.7,50,Urban,5060,2.87484114,October to March,Medium,Kalavantin Pinnacle fortress and trek is a highly recommended urban destination with an excellent overall experience.,0.29,3.359968228,589
Maharashtra,Satara,Vasota Fort Jungle trekking and Camping,17.7338451,73.7590369,Adventure & Outdoor Activities,4.7,1200,Urban,5008,2.874277555,October to March,Medium,Vasota Fort Jungle trekking and Camping is a highly recommended urban destination with an excellent overall experience.,0.29,3.359855511,590
Madhya Pradesh,Bhopal,Tribal museum,23.23468,23.145,"Arts, Science & Literature Attractions",4.7,20,Urban,5004,2.874234202,October to March,Medium,Tribal museum is a highly recommended urban destination with an excellent overall experience.,0.29,3.35984684,591
Andhra Pradesh,Vijayawada,Kanaka Durga Temple,16.5154055,80.605864,Religious & Spiritual Pilgrimages,4.7,30,Religious,4973,2.873898219,October to March,Medium,Kanaka Durga Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.359779644,592
Assam,Guwahati,Assam state museum,26.185175,91.7520769,Cultural & Heritage Sites,4.7,20,Urban,4883,2.872922783,October to March,Medium,Assam state museum is a highly recommended urban destination with an excellent overall experience.,0.29,3.359584557,593
Ladakh,Diskit,Diskit Monastery,34.5409579,77.5606881,Religious & Spiritual Pilgrimages,4.7,20,Religious,4821,2.872250817,October to March,Medium,Diskit Monastery is a highly recommended religious destination with an excellent overall experience.,0.29,3.359450163,594
Maharashtra,Aurangabad,Ellora Caves,20.0267844,75.1770869,Cultural & Heritage Sites,4.7,40,Urban,4807,2.872099083,October to March,Medium,Ellora Caves is a highly recommended urban destination with an excellent overall experience.,0.29,3.359419817,595
Tripura,Agartala,Ujjayanta Palace,23.8373503,91.2827128,Cultural & Heritage Sites,4.7,40,Urban,4767,2.871665556,October to March,Medium,Ujjayanta Palace is a highly recommended urban destination with an excellent overall experience.,0.29,3.359333111,596
Ladakh,Leh,Thiksey Monastery,34.0559137,77.6677625,Religious & Spiritual Pilgrimages,4.7,20,Religious,4731,2.871275382,October to March,Medium,Thiksey Monastery is a highly recommended religious destination with an excellent overall experience.,0.29,3.359255076,597
Uttarakhand,Nainital,Nainital ropeway,29.3925989,79.4551239,Adventure & Outdoor Activities,4.7,54,Urban,4711,2.871058618,October to March,Medium,Nainital ropeway is a highly recommended urban destination with an excellent overall experience.,0.29,3.359211724,598
Ladakh,Leh,Stok Palace Museum,34.0730019,77.5486221,"Arts, Science & Literature Attractions",4.7,50,Urban,4704,2.870982751,October to March,Medium,Stok Palace Museum is a highly recommended urban destination with an excellent overall experience.,0.29,3.35919655,599
Tamil Nadu,Rameswaram,Kalam national memorial,9.3175826,79.3129488,Cultural & Heritage Sites,4.7,10,Urban,4689,2.870820179,October to March,Medium,Kalam national memorial is a highly recommended urban destination with an excellent overall experience.,0.29,3.359164036,600
Uttarakhand,Uttarkashi,Nehru Institute of Mountaineering,30.7213645,78.4330598,Adventure & Outdoor Activities,4.7,70,Urban,4653,2.870430004,October to March,Medium,Nehru Institute of Mountaineering is a highly recommended urban destination with an excellent overall experience.,0.29,3.359086001,601
Himachal Pradesh,Kullu,Paragliding in Kullu hills,31.959205,77.1089377,Adventure & Outdoor Activities,4.7,2500,Urban,4625,2.870126536,October to March,Medium,Paragliding in Kullu hills is a highly recommended urban destination with an excellent overall experience.,0.29,3.359025307,602
Himachal Pradesh,Kullu,Lama Dugh Hike,32.2489026,77.1750129,Adventure & Outdoor Activities,4.7,1200,Urban,4608,2.869942287,October to March,Medium,Lama Dugh Hike is a highly recommended urban destination with an excellent overall experience.,0.29,3.358988457,603
Maharashtra,Aurangabad,Ellora Caves,20.0267844,75.1770869,Cultural & Heritage Sites,4.7,30,Urban,4530,2.869096909,October to March,Medium,Ellora Caves is a highly recommended urban destination with an excellent overall experience.,0.29,3.358819382,604
Himachal Pradesh,Kullu,Hot springs at Manikaran,32.0267951,77.3511063,Adventure & Outdoor Activities,4.7,30,Urban,5374,2.878244325,October to March,Medium,Hot springs at Manikaran is a highly recommended urban destination with an excellent overall experience.,0.282,3.348648865,605
Andhra Pradesh,Vijayawada,Shopping at Kalanikethan,15.9128998,79.7399875,Shopping & Markets,4.6,0,Urban,26029,3.042106723,October to March,High,Shopping at Kalanikethan  is a highly recommended urban destination with an excellent overall experience.,0.29,3.343421345,606
Uttar Pradesh,Agra,Shah market,27.2044073,78.0053732,Shopping & Markets,4.6,0,Urban,26014,3.041944151,October to March,High,Shah market is a highly recommended urban destination with an excellent overall experience.,0.29,3.34338883,607
Sikkim,Gangtok,Shopping at Lal Bazaar,27.3516407,88.3239309,Shopping & Markets,4.6,0,Urban,26012,3.041922475,October to March,High,Shopping at Lal Bazaar is a highly recommended urban destination with an excellent overall experience.,0.29,3.343384495,608
Rajasthan,Mount Abu,Dilwara Temples,24.6094,72.723,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.6,0,Religious,26012,3.041922475,October to March,High,Dilwara Temples is a highly recommended religious destination with an excellent overall experience.,0.29,3.343384495,609
Maharashtra,Pune,Chatushrungi Devi Temple,18.5393061,73.8290409,Religious & Spiritual Pilgrimages,4.6,0,Religious,25945,3.041196317,October to March,High,Chatushrungi Devi Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.343239263,610
Maharashtra,Satara,Uttar Chidambaram Nataraj mandir,17.6852,74.0254,Religious & Spiritual Pilgrimages,4.6,0,Religious,25939,3.041131288,October to March,High,Uttar Chidambaram Nataraj mandir is a highly recommended religious destination with an excellent overall experience.,0.29,3.343226258,611
Tamil Nadu,Kanyakumari,Vivekananda Rock Memorial,9.2881136,79.3480474,Cultural & Heritage Sites,4.6,0,Urban,25938,3.04112045,October to March,High,Vivekananda Rock Memorial is a highly recommended urban destination with an excellent overall experience.,0.29,3.34322409,612
Delhi,Delhi,Agrasen ki Baoli,28.626062,77.2250369,Cultural & Heritage Sites,4.2,0,Urban,23855,2.778544542,October to March,High,Agrasen ki Baoli is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.343208908,613
Kerala,Munnar,Pothamedu View Point,9.4927482,76.3177759,Sightseeing & Exploration,4.2,0,Urban,23847,2.778457837,October to March,High,Pothamedu View Point is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.343191567,614
Tamil Nadu,Kanyakumari,St.Xavier Church,8.125627,77.277938,Religious & Spiritual Pilgrimages,4.2,0,Religious,23845,2.77843616,October to March,High,St.Xavier Church is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.343187232,615
Kerala,Munnar,Mattupetty Dam,10.1453912,77.0366346,Sightseeing & Exploration,4.2,0,Urban,23844,2.778425322,October to March,High,Mattupetty Dam is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.343185064,616
