item_id,popular_destination,city,state,latitude,longitude,synthetic_review,google_rating_norm,popularity_score_norm,estimated_visits_norm,sentiment_score_norm,experience_score_norm,price_fare_norm,place_category_Beach,place_category_Religious,place_category_Urban,place_category_Wildlife,interest_Adventure & Outdoor,interest_Adventure & Outdoor Activities,"interest_Adventure & Outdoor Activities, Natural Landscapes & Wildlife","interest_Adventure & Outdoor Activities, Sightseeing & Exploration","interest_Adventure & Outdoor Activities,Sightseeing & Exploration","interest_Arts, Science & Literature Attractions","interest_Arts, Science & Literature Attractions, Cultural & Heritage Sites","interest_Arts, Science & Literature Attractions, Sightseeing & Exploration","interest_Culinary & Food Experiences, Shopping & Markets",interest_Cultural & Heritage,interest_Cultural & Heritage Sites,"interest_Cultural & Heritage Sites, Arts, Science & Literature Attractions","interest_Cultural & Heritage Sites, Natural Landscapes & Wildlife","interest_Cultural & Heritage Sites, Religious & Spiritual Pilgrimages","interest_Cultural & Heritage Sites, Shopping & Markets","interest_Cultural & Heritage Sites, Sightseeing & Exploration",interest_Natural Landscapes & Wildlife,"interest_Natural Landscapes & Wildlife, Adventure & Outdoor Activities","interest_Natural Landscapes & Wildlife, Adventure & Outdoor Activities, Sightseeing & Exploration","interest_Natural Landscapes & Wildlife, Beach","interest_Natural Landscapes & Wildlife, Religious & Spiritual Pilgrimages","interest_Natural Landscapes & Wildlife, Sightseeing & Exploration","interest_Natural Landscapes & Wildlife,Adventure & Outdoor Activities,  Sightseeing & Exploration",interest_Religious & Spiritual Pilgrimages,"interest_Religious & Spiritual Pilgrimages, Cultural & Heritage Sites","interest_Religious & Spiritual Pilgrimages, Natural Landscapes & Wildlife","interest_Religious & Spiritual Pilgrimages, Sightseeing & Exploration",interest_Shopping & Markets,"interest_Shopping & Markets, Arts, Science & Literature Attractions",interest_Sightseeing & Exploration,"interest_Sightseeing & Exploration, Cultural & Heritage Sites","interest_Sightseeing & Exploration, Natural Landscapes & Wildlife",interest_Sports & Recreation,crowd_level_High,crowd_level_Low,crowd_level_Medium,best_season_to_visit_November to April,best_season_to_visit_October to March,state_Andaman and Nicobar Islands,state_Andhra Pradesh,state_Arunachal Pradesh,state_Assam,state_Bihar,state_Chhattisgarh,state_Daman and Diu,state_Delhi,state_Goa,state_Gujarat,state_Gujrat,state_Haryana,state_Himachal Pradesh,state_Jammu and Kashmir,state_Jharkhand,state_Karanataka,state_Karnataka,state_Kerala,state_Ladakh,state_Madhya Pradesh,state_Maharahtra,state_Maharashtra,state_Maharastra,state_Meghalaya,state_Nagaland,state_Odisha,state_Puducherry,state_Punjab,state_Rajasthan,state_Sikkim,state_Tamil Nadu,state_Telangana,state_Tripura,state_Uttar Pradesh,state_Uttarakhand,state_West Bengal
556,Tadoba Andhari Tiger Project,Nagpur,Maharashtra,20.2717885,79.3875706,Tadoba Andhari Tiger Project is a highly recommended wildlife destination with an excellent overall experience.,0.891304347826087,0.11225774573976258,0.012278751320887635,0.5460674162211843,0.13385779438657705,0.002,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
557,Padmaja Naidu zoological park,Darjeeling,West Bengal,27.0586099,88.254405,Padmaja Naidu zoological park is a highly recommended wildlife destination with an excellent overall experience.,0.891304347826087,0.11205694139366401,0.010022234941880944,0.5460674162211843,0.1338162617458607,0.0088,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
558,Kanha National Park,Jabalpur,Madhya Pradesh,22.2994956,80.5864278,Kanha National Park is a highly recommended wildlife destination with an excellent overall experience.,0.891304347826087,0.11204861535539273,0.009928672067629448,0.5460674162211843,0.13381453965049944,0.008,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
559,Kankaria Lake,Ahmedabad,Gujarat,23.0231887,72.5879093,Kankaria Lake is a highly recommended wildlife destination with an excellent overall experience.,0.891304347826087,0.11201384192535968,0.00953790947516731,0.5460674162211843,0.13380734741385666,0.0008,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
560,Sky High sky-diving drop zone,Aligarh,Uttar Pradesh,27.8973944,78.0880129,Sky High sky-diving drop zone is a popular urban place offering a pleasant and enjoyable visit.,0.8695652173913044,0.11923986412397197,0.12120795174357168,0.5703370791643478,0.13380647323432268,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
561,Main Bazaar,Leh,Ladakh,34.163644,77.5855065,Main Bazaar  is a highly recommended urban destination with an excellent overall experience.,0.9347826086956522,0.12806642414558614,0.12899018140190208,0.30067415622532506,0.13329545412376742,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
562,Gobind Garh Fort,Amritsar,Punjab,31.644012,74.8131795,Gobind Garh Fort is a popular urban place offering a pleasant and enjoyable visit.,0.8478260869565217,0.10680861169810146,0.011981551602677,0.6910112352278752,0.13308123677011163,0.02,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
563,Elephanta Caves,Mumbai,Maharastra,18.9633474,72.9314864,Elephanta Caves is a popular urban place offering a pleasant and enjoyable visit.,0.8478260869565217,0.10680567309901684,0.011948529411764707,0.6910112352278752,0.1330806289662509,0.044000000000000004,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
564,Uparkot Fort,Junagadh,Gujrat,21.5275733,70.4599927,Uparkot Fort is a popular urban place offering a pleasant and enjoyable visit.,0.8478260869565217,0.1067400443560006,0.011211033814723494,0.6910112352278752,0.13306705488253548,0.0004,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
565,Kadri Park,Mangalore,Karnataka,12.8889802,74.8562231,Kadri Park is a popular urban place offering a pleasant and enjoyable visit.,0.8478260869565217,0.10672975923660985,0.011095456146530467,0.6910112352278752,0.13306492761575547,0.0008,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
566,Kheunpheling Carpet centre,Ravangla,Sikkim,27.3516407,88.3239309,Kheunpheling Carpet centre is a popular urban place offering a pleasant and enjoyable visit.,0.8478260869565217,0.10664600914010319,0.010154323705530115,0.6910112352278752,0.13304760543938718,0.04,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
567,Sargaalaya Kerala Arts& Crafts village,Kozhikode,Kerala,11.2479375,75.7875625,Sargaalaya Kerala Arts& Crafts village is a popular urban place offering a pleasant and enjoyable visit.,0.8478260869565217,0.10663670358386668,0.010049753434307853,0.6910112352278752,0.13304568075831655,0.004,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
568,Della Adventure Park,Lonavla,Maharastra,18.7814023,73.38906,Della Adventure Park is a popular urban place offering a pleasant and enjoyable visit.,0.8478260869565217,0.10663621382488409,0.010044249735822472,0.6910112352278752,0.13304557948882817,0.16,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
569,Jai Vilas Palace,Gwalior,Madhya Pradesh,26.2042028,78.1684674,Jai Vilas Palace is a popular urban place offering a pleasant and enjoyable visit.,0.8478260869565217,0.10663082638569743,0.00998370905248327,0.6910112352278752,0.13304446519732765,0.012,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
570,Agra fort,Agra,Uttar Pradesh,27.1795328,78.021112,Agra fort is a popular urban place offering a pleasant and enjoyable visit.,0.8478260869565217,0.1066122152732244,0.009774568510038746,0.6910112352278752,0.1330406158351864,0.004,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
571,Gandhi Bagh,Meerut,Uttar Pradesh,29.0073395,77.7027737,Gandhi Bagh is a popular urban place offering a pleasant and enjoyable visit.,0.8478260869565217,0.10658233947820642,0.009438842902430434,0.6910112352278752,0.1330344365738231,0.0016,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
572,North Bengal Science centre,Siliguri,West Bengal,26.7230488,88.3868987,North Bengal Science centre is a popular urban place offering a pleasant and enjoyable visit.,0.8478260869565217,0.10656274880257913,0.009218694963015145,0.6910112352278752,0.1330303845792399,0.004,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
573,Kuthar Fort,Shimla,Himachal Pradesh,30.9730901,76.9671865,Kuthar Fort is a popular urban place offering a pleasant and enjoyable visit.,0.8478260869565217,0.10655491256847949,0.00913063578724903,0.6910112352278752,0.13302876380009965,0.0008,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
574,Patwa Haweli,Jaisalmer,Rajasthan,26.9164,70.9143,Patwa Haweli is a popular urban place offering a pleasant and enjoyable visit.,0.8478260869565217,0.1065411990910215,0.008976532229658331,0.6910112352278752,0.13302592745997047,0.0032,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
575,Sadda Pind,Amritsar,Punjab,31.63398,74.872261,Sadda Pind is a popular urban place offering a pleasant and enjoyable visit.,0.8478260869565217,0.10652552657763312,0.008800413878126101,0.6910112352278752,0.13302268585495738,0.056,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
576,Stroll at Coaker's Walk,Kodaikanal,Tamil Nadu,10.2391086,77.4863295,Stroll at Coaker's Walk is a popular urban place offering a pleasant and enjoyable visit.,0.8478260869565217,0.10651524145824237,0.008684836209933074,0.6910112352278752,0.13302055858817735,0.0016,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
577,Fort Bijapur,Bijapur,Karanataka,16.8299689,75.7363025,Fort Bijapur is a popular urban place offering a pleasant and enjoyable visit.,0.8478260869565217,0.10650642566098847,0.008585769637196197,0.6910112352278752,0.1330187352233277,0.005600000000000001,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
578,Night Safari,Kodaikanal,Tamil Nadu,10.2343586,76.9558321,Night Safari is a popular urban place offering a pleasant and enjoyable visit.,0.8478260869565217,0.10645059227838038,0.007958348009862627,0.6910112352278752,0.1330071870901713,0.0008,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
579,NCPA Tiger safari at Borivali,Mumbai,Maharastra,19.2307329,72.856673,NCPA Tiger safari at Borivali is a popular urban place offering a pleasant and enjoyable visit.,0.8478260869565217,0.10642512440458385,0.007672155688622754,0.6910112352278752,0.13300191953459917,0.004,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
580,Essel World,Mumbai,Maharastra,19.230098,72.8013252,Essel World is a popular urban place offering a pleasant and enjoyable visit.,0.8478260869565217,0.10640112580773511,0.007402474462839028,0.6910112352278752,0.13299695588095742,0.09192,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
581,Group of monuments at Hampi,Hampi,Karnataka,15.3423099,76.475235,Group of monuments at Hampi is a highly recommended urban destination with an excellent overall experience.,0.9347826086956522,0.1178454837425732,0.01413349771046143,0.3505617973937633,0.13291054814561631,0.0024000000000000002,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
582,MGR Film city,Chennai,Tamil Nadu,12.991932,80.2704729,MGR Film city is a highly recommended urban destination with an excellent overall experience.,0.9347826086956522,0.11780042523833847,0.013627157449806271,0.3505617973937633,0.13290122859546097,0.048,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
583,Mustafa Castle,Meerut,Uttar Pradesh,28.9966751,77.6958551,Mustafa Castle is a highly recommended urban destination with an excellent overall experience.,0.9347826086956522,0.11777054944332044,0.013291431842197958,0.3505617973937633,0.13289504938083027,0.0064,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
584,Kurnool fort,Kurnool,Andhra Pradesh,15.8323892,78.0544946,Kurnool fort is a highly recommended urban destination with an excellent overall experience.,0.9347826086956522,0.11776124388708395,0.013186861570975697,0.3505617973937633,0.13289312469975964,0.0008,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
585,Sanchi Stupa,Bhopal,Madhya Pradesh,23.4873393,77.7418238,Sanchi Stupa is a highly recommended religious destination with an excellent overall experience.,0.9347826086956522,0.11774214297043928,0.012972217330045792,0.3505617973937633,0.13288917402139738,0.0024000000000000002,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
586,Museum of folk and tribal art,Gurugram,Haryana,28.4709339,77.0099669,Museum of folk and tribal art is a highly recommended urban destination with an excellent overall experience.,0.9347826086956522,0.1177323476552202,0.012862143360338146,0.3505617973937633,0.13288714802410578,0.0016,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
587,Khajuraho Group of Monuments,Khajuraho,Madhya Pradesh,24.8318452,79.9198549,Khajuraho Group of Monuments is a highly recommended urban destination with an excellent overall experience.,0.9347826086956522,0.11768190166660975,0.012295262416343782,0.3505617973937633,0.13287671422918249,0.0032,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
588,Kalavantin Pinnacle fortress and trek,Matheran,Maharashtra,18.9827969,73.2198064,Kalavantin Pinnacle fortress and trek is a highly recommended urban destination with an excellent overall experience.,0.9347826086956522,0.11767651427261211,0.01223472173300458,0.3505617973937633,0.13287559993768197,0.004,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
589,Vasota Fort Jungle trekking and Camping,Satara,Maharashtra,17.7338451,73.7590369,Vasota Fort Jungle trekking and Camping is a highly recommended urban destination with an excellent overall experience.,0.9347826086956522,0.11765104639881557,0.011948529411764707,0.3505617973937633,0.13287033238210985,0.096,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
590,Tribal museum,Bhopal,Madhya Pradesh,23.23468,23.145,Tribal museum is a highly recommended urban destination with an excellent overall experience.,0.9347826086956522,0.11764908731769613,0.011926514617823175,0.3505617973937633,0.13286992716395848,0.0016,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
591,Kanaka Durga Temple,Vijayawada,Andhra Pradesh,16.5154055,80.605864,Kanaka Durga Temple is a highly recommended religious destination with an excellent overall experience.,0.9347826086956522,0.11763390456329037,0.01175589996477633,0.3505617973937633,0.13286678692189896,0.0024000000000000002,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
592,Assam state museum,Guwahati,Assam,26.185175,91.7520769,Assam state museum is a highly recommended urban destination with an excellent overall experience.,0.9347826086956522,0.11758982553183175,0.011260567101091934,0.3505617973937633,0.13285767000418552,0.0016,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
593,Diskit Monastery,Diskit,Ladakh,34.5409579,77.5606881,Diskit Monastery is a highly recommended religious destination with an excellent overall experience.,0.9347826086956522,0.1175594600230202,0.01091933779499824,0.3505617973937633,0.1328513894266013,0.0016,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
594,Ellora Caves,Aurangabad,Maharashtra,20.0267844,75.1770869,Ellora Caves is a highly recommended urban destination with an excellent overall experience.,0.9347826086956522,0.11755260330688577,0.010842286016202888,0.3505617973937633,0.132849971279903,0.0032,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
595,Ujjayanta Palace,Agartala,Tripura,23.8373503,91.2827128,Ujjayanta Palace is a highly recommended urban destination with an excellent overall experience.,0.9347826086956522,0.11753301263125848,0.010622138076787602,0.3505617973937633,0.13284591928531977,0.0032,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
596,Thiksey Monastery,Leh,Ladakh,34.0559137,77.6677625,Thiksey Monastery is a highly recommended religious destination with an excellent overall experience.,0.9347826086956522,0.11751538103675066,0.010424004931313844,0.3505617973937633,0.13284227250888792,0.0016,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
597,Nainital ropeway,Nainital,Uttarakhand,29.3925989,79.4551239,Nainital ropeway is a highly recommended urban destination with an excellent overall experience.,0.9347826086956522,0.11750558567634253,0.010313930961606198,0.3505617973937633,0.13284024655832885,0.00432,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
598,Stok Palace Museum,Leh,Ladakh,34.0730019,77.5486221,Stok Palace Museum is a highly recommended urban destination with an excellent overall experience.,0.9347826086956522,0.11750215731827529,0.010275405072208523,0.3505617973937633,0.13283953743824714,0.004,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
599,Kalam national memorial,Rameswaram,Tamil Nadu,9.3175826,79.3129488,Kalam national memorial is a highly recommended urban destination with an excellent overall experience.,0.9347826086956522,0.11749481084315821,0.01019284959492779,0.3505617973937633,0.13283801797532785,0.0008,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
600,Nehru Institute of Mountaineering,Uttarkashi,Uttarakhand,30.7213645,78.4330598,Nehru Institute of Mountaineering is a highly recommended urban destination with an excellent overall experience.,0.9347826086956522,0.11747717920346137,0.009994716449454032,0.3505617973937633,0.132834371198896,0.005600000000000001,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
